source_ref,target_ref,relation,confidence,note,element_text
AA.III.B.S12,afh,explanation,auto,from the Task B References line,"Decelerate to taxi speed (20 knots or less on dry pavement, 10 knots or less on contaminated pavement) to within the calculated landing distance plus 25% for the actual conditions with the runway centerline between the main landing gear (At least one landing) (ASEL, AMEL)."
AA.III.B.S12,aim,guidance,auto,from the Task B References line,"Decelerate to taxi speed (20 knots or less on dry pavement, 10 knots or less on contaminated pavement) to within the calculated landing distance plus 25% for the actual conditions with the runway centerline between the main landing gear (At least one landing) (ASEL, AMEL)."
AA.III.B.S12,phak,explanation,auto,from the Task B References line,"Decelerate to taxi speed (20 knots or less on dry pavement, 10 knots or less on contaminated pavement) to within the calculated landing distance plus 25% for the actual conditions with the runway centerline between the main landing gear (At least one landing) (ASEL, AMEL)."
AA.III.B.S12,risk-management,explanation,auto,from the Task B References line,"Decelerate to taxi speed (20 knots or less on dry pavement, 10 knots or less on contaminated pavement) to within the calculated landing distance plus 25% for the actual conditions with the runway centerline between the main landing gear (At least one landing) (ASEL, AMEL)."
AA.III.B.S12,seaplane,explanation,auto,from the Task B References line,"Decelerate to taxi speed (20 knots or less on dry pavement, 10 knots or less on contaminated pavement) to within the calculated landing distance plus 25% for the actual conditions with the runway centerline between the main landing gear (At least one landing) (ASEL, AMEL)."
AA.III.B.S13,afh,explanation,auto,from the Task B References line,"Use spoilers, prop reverse, thrust reverse, wheel brakes, and other drag/braking devices, as appropriate to safely slow the airplane. (At least one landing to a full stop)."
AA.III.B.S13,aim,guidance,auto,from the Task B References line,"Use spoilers, prop reverse, thrust reverse, wheel brakes, and other drag/braking devices, as appropriate to safely slow the airplane. (At least one landing to a full stop)."
AA.III.B.S13,phak,explanation,auto,from the Task B References line,"Use spoilers, prop reverse, thrust reverse, wheel brakes, and other drag/braking devices, as appropriate to safely slow the airplane. (At least one landing to a full stop)."
AA.III.B.S13,risk-management,explanation,auto,from the Task B References line,"Use spoilers, prop reverse, thrust reverse, wheel brakes, and other drag/braking devices, as appropriate to safely slow the airplane. (At least one landing to a full stop)."
AA.III.B.S13,seaplane,explanation,auto,from the Task B References line,"Use spoilers, prop reverse, thrust reverse, wheel brakes, and other drag/braking devices, as appropriate to safely slow the airplane. (At least one landing to a full stop)."
AA.III.B.S14,afh,explanation,auto,from the Task B References line,Execute a timely go-around if the approach cannot be made within the tolerances specified above or for any other condition that may result in an unsafe approach or landing.
AA.III.B.S14,aim,guidance,auto,from the Task B References line,Execute a timely go-around if the approach cannot be made within the tolerances specified above or for any other condition that may result in an unsafe approach or landing.
AA.III.B.S14,phak,explanation,auto,from the Task B References line,Execute a timely go-around if the approach cannot be made within the tolerances specified above or for any other condition that may result in an unsafe approach or landing.
AA.III.B.S14,risk-management,explanation,auto,from the Task B References line,Execute a timely go-around if the approach cannot be made within the tolerances specified above or for any other condition that may result in an unsafe approach or landing.
AA.III.B.S14,seaplane,explanation,auto,from the Task B References line,Execute a timely go-around if the approach cannot be made within the tolerances specified above or for any other condition that may result in an unsafe approach or landing.
AA.III.B.S15,afh,explanation,auto,from the Task B References line,"Use runway incursion avoidance procedures, if applicable."
AA.III.B.S15,aim,guidance,auto,from the Task B References line,"Use runway incursion avoidance procedures, if applicable."
AA.III.B.S15,phak,explanation,auto,from the Task B References line,"Use runway incursion avoidance procedures, if applicable."
AA.III.B.S15,risk-management,explanation,auto,from the Task B References line,"Use runway incursion avoidance procedures, if applicable."
AA.III.B.S15,seaplane,explanation,auto,from the Task B References line,"Use runway incursion avoidance procedures, if applicable."
AA.III.B.S2,afh,explanation,auto,from the Task B References line,Make radio calls as appropriate.
AA.III.B.S2,aim,guidance,auto,from the Task B References line,Make radio calls as appropriate.
AA.III.B.S2,phak,explanation,auto,from the Task B References line,Make radio calls as appropriate.
AA.III.B.S2,risk-management,explanation,auto,from the Task B References line,Make radio calls as appropriate.
AA.III.B.S2,seaplane,explanation,auto,from the Task B References line,Make radio calls as appropriate.
AA.III.B.S3,afh,explanation,auto,from the Task B References line,Maintain a ground track that ensures the desired traffic pattern flown takes into consideration obstructions and air traffic control (ATC) or evaluator instructions.
AA.III.B.S3,aim,guidance,auto,from the Task B References line,Maintain a ground track that ensures the desired traffic pattern flown takes into consideration obstructions and air traffic control (ATC) or evaluator instructions.
AA.III.B.S3,phak,explanation,auto,from the Task B References line,Maintain a ground track that ensures the desired traffic pattern flown takes into consideration obstructions and air traffic control (ATC) or evaluator instructions.
AA.III.B.S3,risk-management,explanation,auto,from the Task B References line,Maintain a ground track that ensures the desired traffic pattern flown takes into consideration obstructions and air traffic control (ATC) or evaluator instructions.
AA.III.B.S3,seaplane,explanation,auto,from the Task B References line,Maintain a ground track that ensures the desired traffic pattern flown takes into consideration obstructions and air traffic control (ATC) or evaluator instructions.
AA.III.B.S4,afh,explanation,auto,from the Task B References line,Ensure the airplane is aligned with the correct/assigned runway or landing surface.
AA.III.B.S4,aim,guidance,auto,from the Task B References line,Ensure the airplane is aligned with the correct/assigned runway or landing surface.
AA.III.B.S4,phak,explanation,auto,from the Task B References line,Ensure the airplane is aligned with the correct/assigned runway or landing surface.
AA.III.B.S4,risk-management,explanation,auto,from the Task B References line,Ensure the airplane is aligned with the correct/assigned runway or landing surface.
AA.III.B.S4,seaplane,explanation,auto,from the Task B References line,Ensure the airplane is aligned with the correct/assigned runway or landing surface.
AA.III.B.S5,afh,explanation,auto,from the Task B References line,Scan the runway or landing surface and adjoining area for traffic and obstructions.
AA.III.B.S5,aim,guidance,auto,from the Task B References line,Scan the runway or landing surface and adjoining area for traffic and obstructions.
AA.III.B.S5,phak,explanation,auto,from the Task B References line,Scan the runway or landing surface and adjoining area for traffic and obstructions.
AA.III.B.S5,risk-management,explanation,auto,from the Task B References line,Scan the runway or landing surface and adjoining area for traffic and obstructions.
AA.III.B.S5,seaplane,explanation,auto,from the Task B References line,Scan the runway or landing surface and adjoining area for traffic and obstructions.
AA.III.B.S6,afh,explanation,auto,from the Task B References line,"Select a suitable touchdown point considering wind, landing surface, and obstructions."
AA.III.B.S6,aim,guidance,auto,from the Task B References line,"Select a suitable touchdown point considering wind, landing surface, and obstructions."
AA.III.B.S6,phak,explanation,auto,from the Task B References line,"Select a suitable touchdown point considering wind, landing surface, and obstructions."
AA.III.B.S6,risk-management,explanation,auto,from the Task B References line,"Select a suitable touchdown point considering wind, landing surface, and obstructions."
